Amycolatopsis sp902497555
Nocardioides sp902506435
Halioglobus japonicus_A
Ga0077555 sp001464855
CG2-30-66-27 sp001797445
2-02-FULL-56-15 sp001801825
UBA969 sp002303765
Gallionella sp002414205
Prosthecobacter sp002343505
UBA2475 sp002342065
Methyloceanibacter sp002383105
Nitrospira_D sp002435325
Brevefilum sp002452315
Palsa-1315 sp002737345
UBA12454 sp002839495
Palsa-661 sp003131945
Fen-1077 sp003141235
Bog-756 sp003164275
SZUA-87 sp003231645
Delta-02 sp003506795
UBA12294 sp003577395
B9-G15 sp003650185
UBA6249 sp004298075
Palsa-1315 sp005116775
Nitrospira_F sp005116965
F1-120-MAGs170 sp005777315
UBA2093 sp005788205
Palsa-1315 sp005800255
Cellvibrio sp005801205
SYOC01 sp005804965
Palsa-1315 sp005877535
Palsa-1315 sp005887945
SCTL01 sp008933055
Amycolatopsis_C sp009377385
SCTL01 sp009695195
SIBH01 sp009695285
Nocardioides sp009699265
IMCC26256 sp009702955
OLB14 sp009885525
RGVD01 sp010027395
UBA12294 sp011362695
Hydrogenophaga sp011390855
Palsa-1315 sp011391455
Hydrogenophaga sp011391745
JAAXHF01 sp011523315
JAAZAN01 sp012514315
Polaromonas sp012927415
JABDDS01 sp013287465
UBA12294 sp013360875
UBA12294 sp013388685
JACCXF01 sp013697295
WYBW01 sp014860005
OLB14 sp014860745
Planktophila sp015660815
OLB14 sp016191985
OLB14 sp016234495
OLB14 sp016234535
OLB14 sp016234555
Draconibacterium sp016705335
OLB14 sp016715195
UBA12294 sp016789025
OLB14 sp016789225
OLB14 sp016789485
Micromonospora sp016802835
JAFGTF01 sp016934265
Casimicrobium sp017989135
Vogesella sp017998615
JAFLBH01 sp018000995
Limnohabitans sp018883305
Limnohabitans sp018883455
CAIKBD01 sp903825565
UBA7672 sp903831485
OLB14 sp903914955
LD21 sp903844815
Limnohabitans sp903850735
UBA11358 sp903884535
UBA967 sp903915315
Rhodoglobus sp903920435
Ga0077527 sp903933915
Methylopumilus universalis
UBA5518 sp903938575
Ilumatobacter_A sp905480335
Mycobacterium phlei
Streptomyces sp000482585
Kitasatospora purpeofusca
Knoellia sp001427985
Nocardioides sp001428125
Nocardia harenae
Micromonospora sp002140155
Micromonospora fulviviridis
Mycobacterium moriokaense_A
Streptosporangium subroseum
Streptomyces hainanensis
Cryobacterium sp004403945
Amycolatopsis pithecellobii
Nocardioides piscis
Microbacterium sp013408285
Kitasatospora sp014596515
Pseudolysinimonas yzui
Saccharomonospora sp016595675
Microbispora siamensis
Planotetraspora mira
Nocardioides sp017310035
Nocardioides sp017872795
Mycobacterium gilvum
Saccharopolyspora flava
Streptomyces paucisporeus
Kibdelosporangium aridum
UBA3015 sp001438005
Hyphomonas sp001464545
Giesbergeria sp001724785
Spirillospora sp001942465
Polaromonas sp002256925
Pseudoduganella sp002454505
Azonexus sp002840765
Sulfotelmatobacter sp003131635
PALSA-1005 sp003153335
PALSA-1004 sp003153455
Gemmata sp005773755
Casp-actino8 sp005801025
UBA12225 sp009693165
Rhodoferax sp009693325
Lacunisphaera sp009695095
Planktophila sp009702835
Aquabacterium_A sp010030205
Polaromonas sp010365105
Hydrogenophaga sp011390835
F1-20-MAGs119 sp013205145
Limnohabitans sp013205525
NBD-18 sp013205565
Hydrogenophaga sp013823505
Kinneretia sp015657635
UBA9968 sp016193465
Palsa-948 sp016213405
UBA668 sp016213625
UBA4416 sp016708845
JAEUTT01 sp016787165
Lacunisphaera sp016795565
Variovorax sp017744935
Chersky-683 sp017882905
CTSoil-075 sp017889585
Sporomusa sp017889675
CAISIP01 sp018063505
Propionivibrio sp017990155
Aquabacterium_A sp017999135
UBA5216 sp900299145
RBC074 sp902825875
Rhodoferax sp903839085
PALSA-1004 sp903913965
Duganella sp003416895
Spirillospora montaniterrae
Pseudoduganella sp009674485
Nonomuraea sp013283785
Frankia sp016786355
Pseudonocardia sp001725415
MED660 sp002691025
Cypionkella sp002256245
Novosphingobium sp002256985
Lacibacter sp002336115
Aquimonas sp002352135
Marinicaulis sp002388885
Erythrobacter sp002706445
Mycobacterium sp002863225
Palsa-881 sp003136615
GCA-003244245 sp003244245
UBA11222 sp003454415
UBA11056 sp003543035
Casp-actino8 sp005787035
Aeromicrobium sp005788575
VBAS01 sp005798905
SLSW01 sp009377645
MAG-120802 sp010032085
Sphingomonas sp013822915
JABZFP01 sp014237395
JACQGE01 sp016199675
Rhizorhapis sp016650315
JAFLBH01 sp016787445
Azonexus sp016790815
Novosphingobium sp017302775
Paracoccus sp018056045
UBA6544 sp018665505
Acidovorax sp018780365
UBA10183 sp018819285
Erythrobacter sp018830415
Agrobacterium sp900468015
GWC2-37-13 sp902200405
CAIYZJ01 sp903824185
Novosphingobium sp903848655
Rhodoferax sp903863395
Rhodoferax sp903897005
Phenylobacterium sp903928755
Knoellia sp000152705
Amycolatopsis sp000231075
Agrobacterium rubi
Kitasatospora azatica
Novosphingobium sp001295795
Mycobacterium vaccae
Mycobacterium grossiae
Rhodococcus jostii
Streptomyces sp001984575
Hymenobacter chitinivorans
Agrobacterium rosae
Streptacidiphilus pinicola
ETT8 sp003443995
Phytoplasma ziziphi
Neobacillus sp004341175
Streptomyces sp004348315
Nocardioides guangzhouensis
Pedococcus bigeumensis
Mycobacterium helveticum
Microlunatus_B speluncae
Caballeronia sp009766085
Phytohabitans flavus
Nocardioides sp013155335
Nocardioides sp013155375
Microlunatus_B parietis
Streptacidiphilus sp014084105
Hymenobacter sp014333525
Streptomyces_A tyrosinilyticus
Streptomyces kronopolitis
Hymenobacter sp016427455
Nocardioides cavernae
Corynebacterium sp014837045
Micromonospora sp017599305
Streptomyces alni
Celeribacter neptunius
Sporomusa malonica
CG2-30-66-27 sp001873935
AWTP1-18 sp003963315
JABFXA01 sp013361955
GMQP-bins7 sp013817555
Polaromonas sp014376885
Aquabacterium sp016195855
JAHJSU01 sp016208085
OLB15 sp016789005
Acidovorax sp018828125
Comamonas sp019236485
Pseudonocardia sp019263595
Rhodoferax sp903906695
Palsa-744 sp903970315
Acidovorax radicis
Pedococcus sp001426245
Caballeronia sordidicola_B
Actinophytocola xinjiangensis
Cohnella sp003001675
Kribbella sp004342025
Jiangella asiatica
Caballeronia sp018449515
Acrocarpospora sp018476525
Duganella sp019219065
Pseudomonas panipatensis
Pandoraea pneumonica
UBA5189 sp001795245
40CM-68-15 sp001917585
UBA2266 sp002347125
UBA5189 sp002413045
Fen-1118 sp003136095
PALSA-1176 sp003151975
AR31 sp003220535
Thermopolyspora sp003242605
WHSY01 sp009379815
JAABTD01 sp011390065
JAABQG01 sp011391155
JAENIX01 sp016844415
JACQED01 sp016200785
Methylomirabilis sp016200385
JAFGLK01 sp016928125
JADGOW01 sp017882765
OMJI01 sp900299315
Arthrobacter_I sp001512305
Kitasatospora sp002813165
Pedococcus cremeus
Actinoplanes derwentensis
Gallionella acididurans
SCGC-AG-212-J23 sp001772055
UBA11358 sp003139955
UBA7542 sp003161635
UBA12294 sp003484265
Paucibacter_A sp005503085
Gaiella sp013694685
JACZKQ01 sp014859965
Rubrivivax sp016709385
0-14-0-80-60-11 sp016874915
UBA10092 sp018826255
JAHIPE01 sp018894655
UBA11358 sp903850425
UBA11358 sp903922735
Polaromonas glacialis
Rhizobacter sp001425785
Variovorax sp001541225
Clostridium_AD tagluense
Paucibacter toxinivorans
Actinoplanes sp012933445
Variovorax sp014170375
Thiorhodovibrio winogradskyi
BRH-c25 sp001515955
Stenotrophomonas maltophilia_AG
Palsa-1188 sp003160265
Massilia sp003520365
DRKI01 sp011051875
JAFGIO01 sp016929555
Actinoplanes ferrugineus_A
Hydrogenophaga sp018335615
Nocardioides halotolerans
Corynebacterium marinum
Caballeronia mineralivorans
Actinosynnema sp001280085
Nonomuraea pusilla
Caballeronia udeis
Spirillospora macra
Microtetraspora fusca
Actinophytocola xanthii
Nocardioides_B iriomotensis
Nonomuraea sp008065375
Duganella sp009380215
Duganella alba
Actinosynnema deserti
Nocardioides anomalus
Nonomuraea cavernae
Nonomuraea glycinis
Actinoplanes sp016834655
Actinoplanes philippinensis
Sphaerisporangium sp018531465
Pseudonocardia sp018531475
Nonomuraea wenchangensis
Pseudonocardia thermophila
Dolichospermum sp000312705
RBG-13-61-14 sp001797815
Lutibacter sp001800975
CG2-30-58-95 sp001872165
Diaphorobacter_A sp002331385
UBA7937 sp002366595
Stenotrophomonas maltophilia_AC
Palsa-851 sp003135895
UBA7937 sp003453555
QYQD01 sp007280345
QYQD01 sp011046395
JAAZNO01 sp012798275
SKWV01 sp013697735
JACQGQ01 sp016199495
R-H-3 sp016213575
Hydrogenophaga sp018903185
Palsa-504 sp019246795
Paenisporosarcina sp000411295
SYIM01 sp903866395
Paenibacillus_C sp003217535
Saccharopolyspora hirsuta
Actinoplanes sp016464385
Actinoplanes bogorensis
Blastococcus sp900112815
GWA2-32-17 sp001769035
WVXT01 sp011773355
JACCYU01 sp013695765
JAENIX01 sp016219515
Sphingobium cupriresistens
JAFGNJ01 sp016927065
Hydrogenophaga sp018333605
UBA2250 sp903950295
Duganella radicis
DG-74-1 sp001303125
GWF2-38-335 sp001769535
2-01-FULL-41-12 sp001805765
CG1-02-37-114 sp001871125
UBA2270 sp002327225
UBA2270 sp002347085
UBA3254 sp002362735
UBA2270 sp002424635
UBA6262 sp002441095
PEYC01 sp002774555
PETJ01 sp002781125
Thioploca sp012032555
JACRHO01 sp016212045
VGKK01 sp016867095
JAFGDF01 sp016932235
UBA2270 sp018821985
JAHKBC01 sp018825725
JAHIOW01 sp018895075
CAIRWO01 sp903882345
Methylobacter_A oryzae
AV2 sp003219675
F1-80-MAGS106 sp005805305
DSRY01 sp011331385
GWA2-66-18 sp016194625
JACQNT01 sp016202915
JACQWC01 sp016209635
JAFGIS01 sp016929495
UBA877 sp017882125
Opitutus sp018239845
CAIQPS01 sp903873715
Sulfuricella sp000971475
UBA12091 sp001799485
BOG-224 sp003139735
JAAYEA01 sp012689325
CF-46 sp013698095
JABFXX01 sp013813765
Reyranella sp016185145
JACQTO01 sp016189945
PALSA-1316 sp016215155
Sulfuritalea sp016708585
34-128 sp018903015
Reyranella sp902825855
GWF2-33-38 sp001769505
GCA-2729515 sp002729515
Fen-1038 sp003141915
PALSA-1355 sp003153375
AR19 sp003220595
AR12 sp003220335
AG41 sp003220905
34-128 sp003451675
UBA11358 sp003455565
2-12-FULL-64-23 sp004298385
Palsa-1315 sp005116885
SG8-4 sp005223045
3-1-20CM-2-70-9 sp005880575
3-1-20CM-2-70-9 sp005881085
VBDM01 sp005881575
CF-39 sp005882255
CF-39 sp005889405
UBA2212 sp009773735
WSYB01 sp009773645
VFJQ01 sp009885995
F1-20-MAGs016 sp009924545
DSRV01 sp011331415
JACDBZ01 sp013694795
JACCXJ01 sp013697045
Gemmata sp013822345
SYSU-D60009 sp013822765
PNNN01 sp013824245
JACMLX01 sp014379355
Didemnitutus sp016187925
UBA1546 sp016195565
PALSA-1396 sp016200005
Sulfuricaulis sp016200465
JACQEN01 sp016200585
UBA9639 sp016212885
JACRBM01 sp016219275
JADJNY01 sp016220035
ER46 sp016222805
JACRJY01 sp016235585
Sulfuritalea sp016712985
CADEFT01 sp016789745
PNKZ01 sp016793115
DSQQ01 sp016860845
VGLJ01 sp016866775
QWPN01 sp016872955
VGYC01 sp016873095
JAFGLZ01 sp016927755
JAFGKA01 sp016928855
UBA11386 sp016929515
JADGQN01 sp017881765
Thiobacillus sp018780105
UBA1546 sp018896985
F1-20-MAGs016 sp018970785
JAFAHT01 sp019237095
Reyranella sp900110395
CADCTB01 sp902805665
CAITNO01 sp903822375
CAIUWA01 sp903827245
UBA12489 sp903844055
UBA2377 sp903952145
UBA11358 sp903889895
Terracidiphilus sp903911925
QWPN01 sp903917235
Bradyrhizobium murdochi
Sulfuritalea hydrogenivorans
Massilia psychrophila
Flavobacterium sp002797935
Lacunisphaera lenta
Reyranella soli
UBA4085 sp002383325
DRWE01 sp011388385
DTKY01 sp011333485
Actinoallomurus bryophytorum
PALSA-894 sp003140315
JACCXP01 sp013696905
Rhodococcus erythropolis
RBG-13-52-11 sp001797745
RBG-16-54-18 sp001797935
Palsa-1315 sp002869925
Pseudomonas_E avellanae
Palsa-1315 sp003135435
FEN-1073 sp003141675
UBA11740 sp003222895
SCTL01 sp004297495
UBA6176 sp008933025
FEN-1219 sp011054615
2-12-FULL-64-23 sp012274205
OLB14 sp013140605
JACCSI01 sp013813075
SM23-42 sp014859085
2-12-FULL-64-23 sp014860355
2-12-FULL-64-23 sp014860395
SG8-41 sp016177355
SG8-41 sp016183675
JACQGZ01 sp016199305
Palsa-1315 sp016200355
JACQVA1 sp016210005
SURF-23 sp016213945
Didemnitutus sp016217545
JACRCY01 sp016218785
UBA6902 sp016222915
UBA668 sp002299395
BS750m-G4 sp016783945
OLB14 sp016789305
Prosthecobacter sp016795465
Lacunisphaera sp016795545
UBA11320 sp016871475
Fen-999 sp016880655
Mycobacterium sp017853185
SZAS-79 sp018241645
Propionivibrio sp903917505
Thiobacillus denitrificans_C
Ga0077555 sp001464655
Ga0077555 sp001464955
12-FULL-67-14b sp001768615
Methyloceanibacter sp003135455
AWTP1-13 sp008933705
VAZQ01 sp009377695
AWTP1-13 sp011046675
SSA4 sp013414705
RBG-16-66-20 sp016177575
Pseudolabrys sp016185205
Methyloceanibacter sp016649675
BS750m-G37 sp016783285
Z2-YC6860 sp016869215
Methyloceanibacter sp016869535
Filomicrobium sp018819265
GAS188 sp900104855
Hyphomicrobium sp902826555
CADEFX01 sp902826715
UBA12454 sp903847315
PALSA-1440 sp903912925
Z2-YC6860 sp001579845
Defluviicoccus vanus
Phormidesmis_A priestleyi_A
JACAEX01 sp013388635
SSA4 sp016712375
SSA4 sp016712595
Rhodoplanes sp016793685
UBA2376 sp016794525
Sorangium cellulosum_B
Labilithrix luteola
Hyphomicrobium_A sp009708035
